"#","Reel","Match","V","C","Dur","Source In","Source Out","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"604","","","A11","C","","00:00:00:01","00:00:06:07","01:10:53:01","01:10:59:07","Audio Process Stream","","00:00:00:00","00:00:06:07","00:00:06:07","","25.000","","","","",""
"605","","","V1","C","0","00:00:00:00","00:00:00:00","01:10:55:15","01:10:58:12","2016.85.2.8.282P01H","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","3765x4030","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"606","","","A3","C","","00:01:45:07","00:01:57:10","01:10:55:15","01:11:07:18","10-04 Harbour, Port (Large Port_ General Ambience_ Ship Horns Seagulls Etc.)","","00:00:00:00","00:03:03:24","00:03:03:24","","25.000","","","","",""
"607","","","A4","C","","00:00:52:15","00:00:59:03","01:10:55:15","01:11:02:03","17 Nailing - environment - indoors - construction site","","00:00:00:00","00:01:37:07","00:01:37:07","","25.000","","","","",""
"608","","","V1","C","0","00:00:00:00","00:00:00:00","01:10:58:12","01:11:01:04","2016.85.2.185P01H","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","4069x4069","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"609","","","V1","C","","00:00:00:00","00:00:03:07","01:11:01:04","01:11:04:11","Normandie Tableau de bord Immobilisation 01","","00:00:00:00","00:00:03:10","00:00:03:10","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"610","","","A11","C","","00:00:00:01","00:00:04:12","01:11:01:10","01:11:05:21","Audio Process Stream","","00:00:00:00","00:00:04:12","00:00:04:12","","25.000","","","","",""
"611","","","A4","C","","00:00:01:12","00:00:05:19","01:11:02:03","01:11:06:10","17 Nailing - environment - indoors - construction site","","00:00:00:00","00:01:37:07","00:01:37:07","","25.000","","","","",""
"612","","","V1","C","0","00:00:00:00","00:00:00:00","01:11:04:11","01:11:07:18","2016.85.2.8.285P01H","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","3807x4067","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"613","","","A4","C","","00:00:52:15","00:00:53:23","01:11:06:10","01:11:07:18","17 Nailing - environment - indoors - construction site","","00:00:00:00","00:01:37:07","00:01:37:07","","25.000","","","","",""
"614","","","V1","C","0","00:00:00:00","00:00:00:00","01:11:07:18","01:11:11:21","MNY[68594-68594]","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","761x550","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"615","","","A3","C","","00:01:57:10","00:02:04:21","01:11:07:18","01:11:15:04","10-04 Harbour, Port (Large Port_ General Ambience_ Ship Horns Seagulls Etc.)","","00:00:00:00","00:03:03:24","00:03:03:24","","25.000","","","","",""
"616","","","A4","C","","00:01:01:12","00:01:08:23","01:11:07:18","01:11:15:04","Water-Ocean-Pier-01","","00:00:00:00","00:01:32:22","00:01:32:22","","25.000","","","","",""
"617","","","A11","C","","00:00:00:01","00:00:05:08","01:11:08:11","01:11:13:18","Audio Process Stream","","00:00:00:00","00:00:05:08","00:00:05:08","","25.000","","","","",""
"618","","","A9","C","","00:00:00:00","00:01:57:07","01:11:10:15","01:13:07:22","Waterfront Winter 02 (Version B)","","00:00:00:00","00:04:13:08","00:04:13:08","","25.000","","","","",""
"619","","","V1","C","0","00:00:00:00","00:00:00:00","01:11:11:21","01:11:15:04","FL002351_ibp","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","795x600","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"620","","","V1","C","","01:00:13;18","01:00:16;13","01:11:15:04","01:11:18:00","Feuilles HistoricFilms_FT-66_01.01.16-01.01.32","","01:00:00;00","01:00:21;13","00:00:21;13","H.264","29.970 DF","720x540","","","",""
"621","","X","V6","C","","00:00:04:24","00:00:04:24","01:11:15:04","01:11:18:00","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"622","","","A3","C","","00:00:11:02","00:01:40:16","01:11:15:04","01:12:44:18","40-95 Wind,Desolite Gentle Desolate Wind","","00:00:00:00","00:02:02:23","00:02:02:23","","25.000","","","","",""
"623","","","V1","C","16","10:13:50:24","10:13:52:09","01:11:18:00","01:11:20:06","13 ANF37-On the War Front","","10:13:35:00","10:14:33:05","00:00:58:05","H.264","25.000","1024x576","Green","","",""
"M2","","","","","16.0","10:13:50:24","","","","","","","","","","","","","","",""
"624","","X","V6","C","","00:00:04:24","00:00:04:24","01:11:18:00","01:11:20:06","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"625","","","V1","C","18","10:14:16:05","10:14:18:08","01:11:20:06","01:11:23:05","13 ANF37-On the War Front","","10:13:35:00","10:14:33:05","00:00:58:05","H.264","25.000","1024x576","Green","","",""
"M2","","","","","18.0","10:14:16:05","","","","","","","","","","","","","","",""
"626","","X","V6","C","","00:00:04:24","00:00:04:24","01:11:20:06","01:12:03:18","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"627","","","V1","C","18","10:13:44:04","10:13:46:00","01:11:23:05","01:11:25:19","13 ANF37-On the War Front","","10:13:35:00","10:14:33:05","00:00:58:05","H.264","25.000","1024x576","Green","","",""
"M2","","","","","18.0","10:13:44:04","","","","","","","","","","","","","","",""
"628","","","V1","C","18","10:14:21:10","10:14:27:03","01:11:25:19","01:11:33:17","13 ANF37-On the War Front","","10:13:35:00","10:14:33:05","00:00:58:05","H.264","25.000","1024x576","Green","","",""
"M2","","","","","18.0","10:14:21:10","","","","","","","","","","","","","","",""
"629","","","A11","C","","00:00:00:01","00:00:04:15","01:11:31:07","01:11:35:21","Audio Process Stream","","00:00:00:00","00:00:04:15","00:00:04:15","","25.000","","","","",""
"630","","","V1","C","","00:04:53:13","00:05:02:00","01:11:33:17","01:11:42:04","WE SAIL AT MIDNIGHT | IWM Film COI 929 (1943)","","00:00:00:00","00:26:03:12","00:26:03:12","H.264","25.000","480x360","Green","","",""
"631","","","A11","C","","00:00:00:01","00:00:11:21","01:11:38:21","01:11:50:16","Audio Process Stream","","00:00:00:00","00:00:11:21","00:00:11:21","","25.000","","","","",""
"632","","","V1","C","18","00:00:07:13","00:00:17:13","01:11:42:04","01:11:56:03","gettyimages-1007144354-640_adpp","","00:00:00:00","00:00:48:15","00:00:48:15","H.264","23.976","640x360","","","",""
"M2","","","","","18.0","00:00:07:13","","","","","","","","","","","","","","",""
"633","","","A11","C","","00:00:00:01","00:00:09:23","01:11:53:11","01:12:03:08","Audio Process Stream","","00:00:00:00","00:00:09:23","00:00:09:23","","25.000","","","","",""
"634","","","V1","C","17","00:00:03:15","00:00:05:28","01:11:56:03","01:11:59:18","gettyimages-509284767-640_adpp","","00:00:00:00","00:00:18:13","00:00:18:13","H.264","29.970","640x360","","","",""
"M2","","","","","17.0","00:00:03:15","","","","","","","","","","","","","","",""
"635","","","V1","C","18","00:00:40:06","00:00:43:03","01:11:59:18","01:12:03:18","gettyimages-1007144354-640_adpp","","00:00:00:00","00:00:48:15","00:00:48:15","H.264","23.976","640x360","","","",""
"M2","","","","","18.0","00:00:40:06","","","","","","","","","","","","","","",""
"636","","","V2","C","","00:00:00:00","00:00:39:00","01:12:03:18","01:12:42:18","Lettre Payen 04","","00:00:00:00","00:00:42:00","00:00:42:00","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"637","","","A11","C","","00:00:00:01","00:00:12:20","01:12:06:10","01:12:19:04","Audio Process Stream","","00:00:00:00","00:00:12:20","00:00:12:20","","25.000","","","","",""
"638","","","V1","C","0","00:00:00:00","00:00:00:00","01:12:08:17","01:12:12:22","MNY[321173-321173]","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","441x550","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"639","","","V1","C","0","00:00:00:00","00:00:00:00","01:12:12:22","01:12:15:07","gettyimages-127538893-2048x[2048-2048]","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","1669x2048","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"640","","","V1","C","0","00:00:00:00","00:00:00:00","01:12:15:07","01:12:17:20","1939-10-25 IMG_1550.[02-02] RESIZED","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","3000x2114","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"641","","","V1","C","0","00:00:00:00","00:00:00:00","01:12:17:20","01:12:20:10","1940-01-0_ IMG_1709.02","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","4912x3814","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"642","","","V1","C","18","00:00:19:08","00:00:21:14","01:12:20:10","01:12:23:14","gettyimages-1007144354-640_adpp","","00:00:00:00","00:00:48:15","00:00:48:15","H.264","23.976","640x360","","","",""
"M2","","","","","18.0","00:00:19:08","","","","","","","","","","","","","","",""
"643","","","A11","C","","00:00:00:01","00:00:09:02","01:12:21:05","01:12:30:06","Audio Process Stream","","00:00:00:00","00:00:09:02","00:00:09:02","","25.000","","","","",""
"644","","","V1","C","18","00:01:56:07","00:01:58:12","01:12:23:14","01:12:26:17","gettyimages-1170930003-640_adpp","","00:00:00:00","00:03:17:02","00:03:17:02","H.264","23.976","640x360","","","",""
"M2","","","","","18.0","00:01:56:07","","","","","","","","","","","","","","",""
"645","","","V1","C","","00:01:29:04","00:01:31:10","01:12:26:17","01:12:28:24","gettyimages-516199842-640_adpp","","00:00:00:00","00:01:46:03","00:01:46:03","H.264","23.976","640x360","","","",""
"646","","","V1","C","","00:00:45:12","00:00:48:10","01:12:28:24","01:12:31:22","gettyimages-862801182-640_adpp","","00:00:00:00","00:01:18:09","00:01:18:09","H.264","23.976","640x360","","","",""
"647","","","A11","C","","00:00:00:01","00:00:06:11","01:12:30:23","01:12:37:08","Audio Process Stream","","00:00:00:00","00:00:06:11","00:00:06:11","","25.000","","","","",""
"648","","","V1","C","25","00:01:05:20","00:01:08:11","01:12:31:22","01:12:34:13","gettyimages-516199842-640_adpp","","00:00:00:00","00:01:46:03","00:01:46:03","H.264","23.976","640x360","","","",""
"M2","","","","","25.0","00:01:05:20","","","","","","","","","","","","","","",""
"649","","","V1","C","","00:01:42:16","00:01:45:23","01:12:34:13","01:12:37:21","gettyimages-516199842-640_adpp","","00:00:00:00","00:01:46:03","00:01:46:03","H.264","23.976","640x360","","","",""
"650","","","V1","C","","00:00:44:11","00:00:46:18","01:12:37:21","01:12:40:04","gettyimages-516199842-640_adpp","","00:00:00:00","00:01:46:03","00:01:46:03","H.264","23.976","640x360","","","",""
"651","","","A11","C","","00:00:00:01","00:00:03:11","01:12:38:16","01:12:42:01","Audio Process Stream","","00:00:00:00","00:00:03:11","00:00:03:11","","25.000","","","","",""
"652","","","V1","C","18","00:07:55:09","00:07:57:06","01:12:40:04","01:12:42:18","306-6924","","00:00:00:00","00:12:04:10","00:12:04:10","H.264","15.000","320x240","Cocoa,ResolveColorGreen","","",""
"M2","","","","","18.0","00:07:55:09","","","","","","","","","","","","","","",""
"653","","","V2","D","64","01:12:40:04","01:12:42:18","01:12:40:04","01:12:42:18","Cross Dissolve","","","","","","0.000","","","","",""
"654","","","V1","C","0","00:07:57:06","00:07:57:06","01:12:42:18","01:12:44:18","306-6924","","00:00:00:00","00:12:04:10","00:12:04:10","H.264","15.000","320x240","Cocoa,ResolveColorGreen","","",""
"M2","","","","","0.0","00:07:57:06","","","","","","","","","","","","","","",""
"655","","","V1","C","0","00:00:00:00","00:00:00:00","01:12:44:18","01:12:47:04","1941-01-17 IMG_1573.02","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","4969x3953","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"656","","","A11","C","","00:00:00:01","00:00:02:11","01:12:45:18","01:12:48:03","Audio Process Stream","","00:00:00:00","00:00:02:11","00:00:02:11","","25.000","","","","",""
"657","","","V1","C","0","00:00:00:00","00:00:00:00","01:12:47:04","01:12:49:12","2016.85.2.2.86P01H","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","5079x3357","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"658","","","V1","C","0","00:00:00:00","00:00:00:00","01:12:49:12","01:12:52:04","FL006511_ibp","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","788x600","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"659","","","A11","C","","00:00:00:01","00:00:01:17","01:12:50:00","01:12:51:16","Audio Process Stream","","00:00:00:00","00:00:01:17","00:00:01:17","","25.000","","","","",""
"660","","","V1","C","","00:00:00:00","00:00:04:11","01:12:52:04","01:12:56:15","Equipage Hiver 10a","","00:00:00:00","00:00:05:00","00:00:05:00","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"661","","","A11","C","","00:00:00:01","00:00:03:00","01:12:54:13","01:12:57:12","Audio Process Stream","","00:00:00:00","00:00:03:00","00:00:03:00","","25.000","","","","",""
"662","","","V1","C","0","00:00:00:00","00:00:00:00","01:12:56:15","01:12:59:13","1941-05-00 OR 1941-01-17 IMG_1572.02 (Le Guern)","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","5049x3978","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"663","","","V1","C","","00:00:02:14","00:00:12:17","01:12:59:13","01:13:09:16","Louis Quéguiner GP 02","","00:00:00:00","00:00:14:00","00:00:14:00","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"664","","","A11","C","","00:00:00:01","00:00:03:16","01:13:00:10","01:13:04:00","Audio Process Stream","","00:00:00:00","00:00:03:16","00:00:03:16","","25.000","","","","",""
"665","","","V2","C","0","00:00:00:00","00:00:00:00","01:13:03:02","01:13:11:13","FL005073_ibp","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","800x590","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"666","","","V2","D","136","01:13:03:02","01:13:08:13","01:13:03:02","01:13:08:13","Cross Dissolve","","","","","","0.000","","","","",""
"667","","","A11","C","","00:00:00:01","00:00:09:08","01:13:04:00","01:13:13:07","Audio Process Stream","","00:00:00:00","00:00:09:08","00:00:09:08","","25.000","","","","",""
"668","","","A9","D","25","01:13:07:09","01:13:08:09","01:13:07:09","01:13:08:09","Cross Fade 0 dB","","","","","","0.000","","","","",""
"669","","","A9","C","","00:04:17:15","00:04:44:22","01:13:07:22","01:13:35:04","Waterfront Winter 02","","00:00:00:00","00:04:51:08","00:04:51:08","","25.000","","Green","","",""
"670","","","V1","C","0","00:00:00:00","00:00:00:00","01:13:11:13","01:13:15:24","2016.85.2.8.271P01H","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","3770x4140","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"671","","","V1","C","0","00:00:00:00","00:00:00:00","01:13:15:24","01:13:19:17","2019-12-15-0001-Pano (1941-02-[04-04])","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","5895x7844","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"672","","","A11","C","","00:00:00:01","00:00:06:01","01:13:18:05","01:13:24:05","Audio Process Stream","","00:00:00:00","00:00:06:01","00:00:06:01","","25.000","","","","",""
"673","","","V1","C","0","00:00:00:00","00:00:00:00","01:13:19:17","01:13:23:20","1941-??-?? IMG_1582.03","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","9636x6573","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"674","","","A3","C","","00:00:00:00","00:00:19:16","01:13:21:21","01:13:41:12","13 Weather,Wind Howling Lightly","","00:00:00:00","00:01:05:14","00:01:05:14","","25.000","","","","",""
"675","","","V1","C","0","00:00:00:00","00:00:00:00","01:13:23:20","01:13:28:08","FL005069_ibp","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","754x600","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"676","","","A6","C","","00:00:00:00","00:00:12:17","01:13:24:05","01:13:36:22","04 Underwater ferry passing - recorded in water","","00:00:00:00","00:00:45:06","00:00:45:06","","25.000","","","","",""
"677","","","A11","C","","00:00:00:01","00:00:02:05","01:13:24:05","01:13:26:09","Audio Process Stream","","00:00:00:00","00:00:02:05","00:00:02:05","","25.000","","","","",""
"678","","","A4","C","","00:00:34:22","00:00:41:14","01:13:27:04","01:13:33:21","21 Underwater chain metal - pull - haul - 5 versions - recorded in water","","00:00:00:00","00:00:52:21","00:00:52:21","","25.000","","","","",""
"679","","","A4","D","25","01:13:27:04","01:13:28:04","01:13:27:04","01:13:28:04","Cross Fade 0 dB","","","","","","0.000","","","","",""
"680","","","V1","C","","01:08:24:15","01:08:30:17","01:13:28:08","01:13:34:10","U-Boote Westwarts (1941)-Apple ProRes 422-01100000-01120000","","01:07:12:06","01:09:07:12","00:01:55:06","Apple ProRes 422","25.000","710x480","","","",""
"681","","X","V6","C","","00:00:04:24","00:00:04:24","01:13:28:08","01:13:43:16","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"682","","","A5","C","","00:00:23:05","00:00:30:15","01:13:28:08","01:13:35:17","35-14 Water, Ocean Waves Coming In, Medium","","00:00:00:00","00:02:04:02","00:02:04:02","","25.000","","","","",""
"683","","","A5","D","25","01:13:28:08","01:13:29:08","01:13:28:08","01:13:29:08","Cross Fade 0 dB","","","","","","0.000","","","","",""
"684","","","A7","C","","00:00:08:18","00:00:21:22","01:13:28:08","01:13:41:12","35-15 Water, Ocean Waves Coming In, Medium, Heavy Surf","","00:00:00:00","00:02:03:05","00:02:03:05","","25.000","","","","",""
"685","","","A7","D","25","01:13:28:08","01:13:29:08","01:13:28:08","01:13:29:08","Cross Fade 0 dB","","","","","","0.000","","","","",""
"686","","","A6","D","150","01:13:30:21","01:13:36:22","01:13:30:21","01:13:36:22","Cross Fade 0 dB","","","","","","0.000","","","","",""
